,season,team,margin,margin_against,epa,epa_against,epa_net,epa_net_opponent,wepa,d_wepa,wepa_net,wepa_against,d_wepa_against,wepa_net_opponent,wepa_net_normalized
92,2014,DAL,114.0,-114.0,124.2845,-7.2578077,131.5423,-131.5423,148.77228980837356,32.86423698416965,115.90805282420392,24.797313301616207,117.02615739194019,-92.22884409032397,123.67413361219012
93,2014,BAL,116.0,-116.0,100.29045,-39.62216,139.91261,-139.91261,118.50885523755551,3.9692766359398988,114.53957860161562,-12.256658882621306,97.76471408432272,-110.02137296694401,122.22403386110788
94,2013,NO,104.0,-104.0,102.44905,-15.454476,117.90353,-117.90353,122.8485865049833,8.947194170871818,113.90139233411148,-1.3239128945837648,95.13626932718704,-96.4601822217708,121.54778162896754
95,2001,SF,117.0,-117.0,117.5935,-9.191658,126.78516,-126.78516,109.8261064078888,-3.9243631543737614,113.75046956226257,-31.594556176251338,116.72744508598653,-148.32200126223785,121.38785675038501
96,2008,NE,101.0,-101.0,133.08821,19.967182,113.121025,-113.121025,151.73450631705884,38.06760395026812,113.66690236679071,37.672206443241805,119.92655641485909,-82.2543499716173,121.29930501345629
97,2021,NE,129.0,-129.0,62.21402,-85.02153,147.23557,-147.23557,86.50890196863975,-26.57523960955623,113.08414157819598,-57.822188253347306,79.06490261945301,-136.88709087280031,120.68178422970095
98,2017,NO,122.0,-122.0,95.03152,-41.077484,136.109,-136.109,111.03360604151788,-1.7522073046885955,112.78581334620648,-22.16628830431481,91.04830259090222,-113.21459089521704,120.36566158171235
99,2024,WAS,79.0,-79.0,196.82034,94.75931,102.06104,-102.06104,208.6698135468408,95.93398021484458,112.73583333199622,111.73777604509493,163.5418692566373,-51.80409321154238,120.3127004042425
100,2015,CIN,138.0,-138.0,49.75663,-103.69651,153.45314,-153.45314,70.3544167618036,-42.05203025588984,112.40644701769344,-77.43197776209932,61.07566340199919,-138.50764116409852,119.9636671491791
101,2001,PHI,166.0,-166.0,45.104156,-130.37102,175.47516,-175.47516,-8.077973961784128,-120.42774744662694,112.34977348484281,-131.79977956949577,46.683233710875044,-178.48301328037084,119.90361320404581
102,2005,LAC,106.0,-106.0,127.10459,13.3845625,113.720024,-113.720024,139.7335805735367,28.86165740920952,110.87192316432719,24.36997369759152,121.08161656584474,-96.71164286825322,118.33761338721094
103,2013,SF,144.0,-144.0,68.4682,-98.5218,166.98999,-166.98999,82.3282227095355,-28.172494300782372,110.50071701031786,-65.64312384007106,69.88076911531047,-135.5238929553815,117.94426585998386
104,2019,DAL,113.0,-113.0,78.20566,-47.83588,126.04154,-126.04154,97.4442507127821,-12.586438681955174,110.03068939473727,-29.920553660951914,78.13866540131204,-108.05921906226394,117.44620245688515
105,2022,CIN,117.0,-117.0,75.293976,-66.63743,141.9314,-141.9314,93.3434764636327,-15.903199824603359,109.24667628823606,-42.60569256371015,78.72027619917996,-121.32596876289011,116.61542523666662
106,2007,PIT,122.0,-122.0,77.24365,-56.955257,134.19891,-134.19891,91.26925616436047,-17.975736057530213,109.24499222189068,-40.61751746919957,81.21016360568866,-121.82768107488823,116.6136407206356
107,2009,NE,123.0,-123.0,79.79516,-47.56469,127.35985,-127.35985,104.95280569546884,-2.572311865482739,107.52511756095156,-21.652107533006173,88.60219298749101,-110.25430052049718,114.7911805116275
108,2008,LAC,87.0,-87.0,170.07297,75.14911,94.92387,-94.92387,190.6431803443303,83.30658080461512,107.33659953971517,96.52061070412995,149.6941650935845,-53.17355438945455,114.59141793579151
109,2025,JAX,135.0,-135.0,83.970795,-70.228355,154.19916,-154.19916,97.40983132403122,-9.45309038452258,106.8629217085538,-44.06155081252728,86.45660885154237,-130.51815966406966,114.0894865923124
110,2007,JAX,98.0,-98.0,120.474335,-3.2924805,123.766815,-123.766815,133.92471637280215,27.080800976542026,106.84391539626013,14.544592754160803,112.37240488961667,-97.82781213545586,114.0693466084741
111,2010,PIT,149.0,-149.0,44.801712,-114.88724,159.68895,-159.68895,65.07521575139467,-41.67797317006041,106.75318892145508,-84.99384627937732,61.39401839953318,-146.3878646789105,113.97320856191118
112,2014,SEA,156.0,-156.0,44.382164,-121.61158,165.99374,-165.99374,61.70927442212158,-44.46561443035441,106.17488885247599,-87.53111044280325,50.70104256341055,-138.2321530062138,113.36041456679204
113,2013,NE,117.0,-117.0,132.97049,9.490486,123.48,-123.48,151.1112554622684,45.54697885556311,105.56427660670526,40.87931241354754,119.10526019429284,-78.2259477807453,112.71338106701215
114,2022,DAL,135.0,-135.0,39.86663,-121.87206,161.7387,-161.7387,56.325341344259066,-49.059221911249494,105.38456325550855,-93.0163560390832,55.49584853158576,-148.51220457066898,112.5229483343125
115,2008,NYG,121.0,-121.0,99.9411,-30.98436,130.92546,-130.92546,114.47371173983365,9.179510587469668,105.29420115236398,-9.31925340128316,92.44994369970617,-101.76919710098933,112.4271963931255
116,2024,GB,110.0,-110.0,83.071266,-55.295395,138.36665,-138.36665,99.696466121157,-5.363809292773095,105.06027541393009,-34.01046956504816,85.585266479975,-119.59573604502316,112.17931766112196
117,2006,IND,107.0,-107.0,146.17091,35.14628,111.02464,-111.02464,165.60068400953304,61.15815182762518,104.44253218190785,57.31236343798354,140.29477372923765,-82.9824102912541,111.52472783239
118,2015,KC,141.0,-141.0,56.583313,-112.45219,169.0355,-169.0355,68.68371107702333,-35.618245242375885,104.30195631939922,-80.44591325468008,60.42919998316683,-140.87511323784693,111.37576702635715
119,2008,PHI,144.0,-144.0,10.852642,-152.13387,162.98651,-162.98651,39.062259538075686,-64.7742694957777,103.8365290338534,-119.34637995278636,46.514131972386615,-165.86051192517297,110.88257834967139
120,2017,JAX,155.0,-155.0,-4.5922313,-194.70784,190.1156,-190.1156,14.46994878558625,-88.5562936365077,103.02624242209396,-157.80507567481064,21.78037583132599,-179.58545150613662,110.02396048561307
121,2005,DEN,134.0,-134.0,109.59265,-27.804726,137.39738,-137.39738,117.88154005820968,16.28161586365418,101.59992419455551,-5.972822978686391,99.08462667502495,-105.05744965371134,108.51256650202338
122,2012,ATL,118.0,-118.0,104.79689,-22.728535,127.52542,-127.52542,128.48762700277672,29.618624069921744,98.86900293285498,18.95587690645242,102.30334006995272,-83.34746316350031,105.61875368739317
123,2000,MIN,3.0,-3.0,123.31452,115.113205,8.201313,-8.201313,188.09870441763616,89.9556497076992,98.14305470993696,146.7080997087574,122.53918224363588,24.168917465121524,104.84950475308663
124,2023,KC,109.0,-109.0,24.157927,-108.19335,132.35129,-132.35129,47.38245151736267,-50.73432351126571,98.11677502862837,-88.02258413223394,53.21726297158023,-141.23984710381418,104.82165756481294
125,2014,DEN,117.0,-117.0,62.375492,-62.716034,125.09153,-125.09153,82.18156855286519,-15.17878443585941,97.3603529887246,-40.4237118820579,69.315924696711,-109.7396365787689,104.0201171384957
126,2012,GB,97.0,-97.0,125.04876,19.959785,105.088974,-105.088974,139.50634565244005,42.55552411359183,96.95082153884822,40.68735863130253,104.40078670742051,-63.713428076117985,103.58615832237503
127,2009,BAL,132.0,-132.0,44.129074,-101.981415,146.11049,-146.11049,64.38096990141942,-32.500892363350765,96.88186226477019,-72.2430517163121,58.53962297327446,-130.78267468958657,103.51308582709176
128,2013,LAC,58.0,-58.0,182.42561,112.313484,70.11214,-70.11214,199.77477573550712,104.62673240586399,95.14804332964312,129.59169773718628,151.32763125406134,-21.735933516875086,101.67584960828003
129,2011,PIT,92.0,-92.0,41.732613,-60.729168,102.461784,-102.461784,70.30666011544504,-23.98401939423584,94.29067950968088,-44.356691801929514,63.28629605123559,-107.64298785316511,100.76734651674012
130,2018,CHI,137.0,-137.0,-7.762568,-166.97855,159.21597,-159.21597,17.061011358604063,-75.23558854277742,92.29659990138148,-134.34798384032783,24.169028550408,-158.51701239073586,98.65432582851409
131,2009,DAL,100.0,-100.0,46.460217,-61.91449,108.37471,-108.37471,69.827643662366,-22.092988863833426,91.92063252619943,-42.41625706441785,58.96947059648298,-101.38572766090083,98.25593308704514
