,season,team,margin,margin_against,epa,epa_against,epa_net,epa_net_opponent,wepa,d_wepa,wepa_net,wepa_against,d_wepa_against,wepa_net_opponent,wepa_net_normalized
138,2018,LAC,92.0,-92.0,66.07881,-39.485962,105.56477,-105.56477,88.5667306472123,1.2059372182624681,87.36079342894983,-15.94907320465635,70.54100920342148,-86.49008240807782,93.44011610276588
139,2017,PIT,95.0,-95.0,71.06337,-28.463736,99.52711,-99.52711,91.60205639537769,4.728210583084607,86.87384581229308,-11.325554927537446,77.64456646943309,-88.97012139697053,92.92402315327796
140,2005,DEN,134.0,-134.0,109.59265,-27.804726,137.39738,-137.39738,115.5918488363031,28.83646877755816,86.75538005874496,0.8197780393019336,96.09216389387922,-95.27238585457728,92.79846685508365
141,2011,HOU,117.0,-117.0,3.6287894,-126.566154,130.19495,-130.19495,27.777565668395848,-58.78412335065076,86.56168901904661,-107.47614342540705,33.38812986597082,-140.86427329137786,92.59318280286132
142,2008,NO,70.0,-70.0,118.118614,43.214825,74.903786,-74.903786,141.4910299241309,54.95823863817459,86.53279128595634,57.258095472892606,119.27078782071925,-62.012692347826636,92.56255545036194
143,2001,OAK,83.0,-83.0,132.63567,44.542408,88.09326,-88.09326,140.37607359934086,54.51694715073407,85.8591264486068,52.98150953102599,115.68297028154333,-62.70146075051734,91.8485696724644
144,2025,SF,66.0,-66.0,121.14026,36.28167,84.8586,-84.8586,132.7799521895876,47.855405025817056,84.92454716377053,55.49214363543042,112.82260536663297,-57.33046173120255,90.85805290404272
145,2002,NYJ,44.0,-44.0,109.4836,6.4014106,103.082184,-103.082184,117.82323679478753,33.38391326025394,84.43932353453359,23.304750841179267,102.27177734052997,-78.96702649935068,90.34378712799591
146,2020,IND,86.0,-86.0,78.843376,-35.98628,114.82966,-114.82966,95.91436457441812,11.560001643818332,84.35436293059978,-3.2420849357565835,77.10291473100526,-80.34499966676184,90.2537413670668
147,2011,SF,152.0,-152.0,21.943941,-145.74707,167.69101,-167.69101,20.76315257557179,-61.149940848489656,81.91309342406146,-112.08007122050846,24.540397637920208,-136.62046885842867,87.6663542703302
148,2023,MIA,86.0,-86.0,80.58482,-21.442852,102.02768,-102.02768,104.01995594691093,22.402146296868835,81.61780965004208,2.763784308483393,92.4157115921843,-89.6519272837009,87.35339684194008
149,2002,KC,68.0,-68.0,195.27547,119.74497,75.5305,-75.5305,197.2329934456959,116.39327009067848,80.83972335501741,138.04859408452475,151.22510748216627,-13.176513397641507,86.52873965660986
150,2014,IND,78.0,-78.0,33.679794,-63.304436,96.98423,-96.98423,64.46579198352394,-15.158863079977486,79.62465506350144,-38.43383398555821,71.21811781677829,-109.6519518023365,85.24094574008315
151,2018,BAL,96.0,-96.0,-7.004013,-117.93421,110.9302,-110.9302,16.14145778063615,-62.95971774660724,79.10117552724338,-97.93786159588431,24.23995440653928,-122.1778160024236,84.6861343217239
152,2008,PIT,148.0,-148.0,-26.57616,-185.62419,159.04803,-159.04803,-10.284701372338999,-87.89451177289676,77.60981040055776,-159.81567224275605,9.88501200307033,-169.70068424582638,83.10550634313543
153,2020,SEA,78.0,-78.0,104.86438,20.557758,84.30662,-84.30662,118.9303000490783,41.69206869259725,77.23823135648104,42.34337988974242,103.563870470305,-61.22049058056258,82.71168713493785
154,2013,CAR,112.0,-112.0,59.666775,-54.73861,114.40538,-114.40538,69.1518063559909,-7.978514097093736,77.13032045308464,-37.48816037020467,61.543778285245025,-99.0319386554497,82.59731742757974
155,2008,BAL,153.0,-153.0,-61.414818,-242.7185,181.3037,-181.3037,-39.68335593416932,-116.40666990102929,76.72331396685996,-209.81208418557364,-10.39307537337304,-199.4190088122006,82.16595033438279
156,2013,CIN,108.0,-108.0,19.085926,-91.97426,111.06018,-111.06018,48.75307836505034,-27.603355053355415,76.35643341840576,-66.505123037976,58.18476002706818,-124.68988306504419,81.77711084141747
157,2021,CIN,94.0,-94.0,48.248657,-61.020958,109.26962,-109.26962,70.60698833732111,-5.41022652379939,76.01721486112051,-30.08220059606626,67.72425134212224,-97.80645193818852,81.417588996024
158,2010,BAL,103.0,-103.0,46.734394,-69.34341,116.077805,-116.077805,61.167471260216956,-14.702026021431148,75.8694972816481,-46.425121205744,60.77284005049447,-107.19796125623847,81.26103005893637
159,2003,SEA,71.0,-71.0,96.99167,12.3683605,84.623314,-84.623314,111.10088065990574,36.07139321817901,75.02948744172673,26.956164278891528,98.34143199552634,-71.3852677166348,80.37074301151152
160,2018,PIT,68.0,-68.0,55.820095,-9.893591,65.713684,-65.713684,86.96841765899383,12.230402790414285,74.73801486857954,8.423417083578958,72.27389751748947,-63.85048043391052,80.06182489624655
161,2008,TEN,138.0,-138.0,-5.5841293,-150.5986,145.01448,-145.01448,4.226854623293109,-70.50382161669842,74.73067623999152,-122.65591770860196,15.686143912615627,-138.3420616212176,80.05404702786065
162,2017,MIN,104.0,-104.0,-18.587685,-138.1078,119.52011,-119.52011,2.7988437323494963,-71.8954716215026,74.69431535385209,-117.09574891009197,11.147152023347811,-128.24290093343978,80.01550982933705
163,2006,NO,69.0,-69.0,54.54148,-21.518734,76.06021,-76.06021,79.20122790396714,4.866342807730729,74.33488509623642,-9.943003643001449,74.49971446223412,-84.44271810523557,79.63456655034193
164,2005,KC,78.0,-78.0,135.03398,55.64067,79.39331,-79.39331,146.55443940825793,72.83204470613904,73.72239470211889,69.06442939558957,122.91951981282295,-53.85509041723337,78.98541669680448
165,2025,DEN,90.0,-90.0,41.571037,-52.64205,94.21309,-94.21309,51.16221744599235,-21.83316600032162,72.99538344631397,-45.96702952129681,45.79150853978809,-91.75853806108489,78.21489155100882
166,2018,IND,85.0,-85.0,39.40279,-56.03374,95.43654,-95.43654,67.96164301497392,-4.814184317917659,72.77582733289158,-27.105235544053585,63.95101319621713,-91.05624874027072,77.98219431977022
167,2015,PIT,99.0,-99.0,26.99996,-85.782005,112.78197,-112.78197,53.634944238002866,-18.762574875649754,72.39751911365262,-54.75151193650714,52.13754919727326,-106.8890611337804,77.5812431742999
168,2021,SF,68.0,-68.0,47.887993,-35.341923,83.22991,-83.22991,72.27228221518169,0.7814672388048549,71.49081497637684,-14.195604456737659,64.72025010640206,-78.91585456313973,76.62026996791613
169,2013,KC,124.0,-124.0,77.42148,-61.87113,139.2926,-139.2926,80.38789424879351,9.066910850272437,71.3209833985211,-23.016851234443102,72.01833021160684,-95.03518144604995,76.4402734407054
170,2006,JAX,97.0,-97.0,-6.8939176,-118.91865,112.02473,-112.02473,12.001609957083886,-59.25987887960069,71.26148883668458,-100.82413153913421,22.36453143700305,-123.18866297613725,76.37721794387905
171,2008,IND,73.0,-73.0,108.94587,31.296192,77.64967,-77.64967,122.42233045505964,51.43950812915777,70.98282232590186,45.71513312823649,97.93330478804616,-52.21817165980967,76.08187237373174
172,2003,TEN,111.0,-111.0,61.04959,-59.60003,120.64962,-120.64962,77.5910319588154,6.755462846237812,70.8355691125776,-32.686341645526134,75.70311979500028,-108.3894614405264,75.9258055965538
173,2000,PHI,114.0,-114.0,38.601547,-79.457214,118.05876,-118.05876,46.3670100466486,-23.92717029108996,70.29418033773855,-64.60358779905631,55.18521726893961,-119.78880506799592,75.35201301585555
174,2002,ATL,94.0,-94.0,54.27482,-60.796227,115.07104,-115.07104,68.83772569465917,-0.9336362791399342,69.7713619737991,-31.56018508727044,67.79432421174978,-99.35450929902024,74.79790234303924
175,2016,PIT,73.0,-73.0,77.33144,-5.222374,82.55382,-82.55382,97.11083464524712,27.80841698410992,69.30241766113721,18.797254749344454,83.16816498411686,-64.3709102347724,74.30089025141243
176,2025,IND,54.0,-54.0,114.455666,45.26243,69.19324,-69.19324,129.063839582551,59.764875810073256,69.29896377247773,58.54630068812739,110.46901931651283,-51.92271862838543,74.29722963674978
177,2011,BAL,116.0,-116.0,-2.1763248,-124.5997,122.42337,-122.42337,21.39617229226641,-47.45309464627723,68.84926693854364,-98.98209366872678,28.39840436141267,-127.38049803013945,73.82061704545326
178,2024,MIN,82.0,-82.0,11.633699,-103.21095,114.84466,-114.84466,33.20492841467967,-35.62381103077199,68.82873944545166,-78.60177123299883,40.237857187423664,-118.83962842042249,73.79886091790885
179,2011,PHI,68.0,-68.0,28.99851,-47.455498,76.45401,-76.45401,60.58074117807409,-8.238368321541738,68.81910949961583,-29.370607390364597,62.79196319942057,-92.16257058978518,73.78865458979507
180,2020,PIT,93.0,-93.0,7.9535217,-97.15082,105.10435,-105.10435,28.039731119727428,-40.49029912328226,68.53003024300969,-77.85754911043577,32.693250523898584,-110.55079963433435,73.48227303852688
181,2000,DEN,98.0,-98.0,94.74074,-4.1042213,98.844955,-98.844955,114.00085274544006,45.843634761790916,68.15721798364913,24.686784731846803,96.65156111881947,-71.96477638697266,73.08714680326639
182,2010,NO,72.0,-72.0,65.82909,-11.304226,77.13331,-77.13331,88.17005080497499,20.70705529515488,67.46299550982012,4.64354486292833,83.38375053749373,-78.7402056745654,72.35137295026122
183,2012,BAL,90.0,-90.0,108.05883,14.489738,93.569084,-93.569084,118.00810926786995,51.47956746138112,66.52854180648883,36.99011592118491,103.44372982103235,-66.45361389984744,71.3609892797891
184,2007,LAC,134.0,-134.0,14.881713,-131.60413,146.48584,-146.48584,34.28612130038197,-32.22308701459139,66.50920831497336,-86.50464448877136,46.08333964160182,-132.58798413037317,71.34049861853764
185,2010,ATL,99.0,-99.0,74.08112,-27.979313,102.06044,-102.06044,85.66238582859322,19.154453932574846,66.50793189601836,-0.7704578705639946,74.38440408464739,-75.15486195521137,71.33914580192916
186,2019,TEN,83.0,-83.0,44.890114,-50.99318,95.8833,-95.8833,67.73126082397464,1.284304126491767,66.44695669748288,-21.164638730603777,57.0442547309119,-78.20889346151567,71.27452104768179
187,2017,KC,75.0,-75.0,87.67065,-6.939966,94.61061,-94.61061,93.44979710763441,27.02079012118638,66.42900698644803,21.62800086197645,73.30550867728083,-51.677507815304374,71.2554969904864
188,2025,HOU,109.0,-109.0,-4.806507,-144.26424,139.45773,-139.45773,-0.5960490894930874,-66.28212910874409,65.68608001925101,-113.3446927105781,9.433887246170055,-122.77857995674816,70.46810352835737
189,2005,NE,52.0,-52.0,110.83459,53.513645,57.320946,-57.320946,126.73905783223233,61.37906113987443,65.35999669235791,60.538360883201605,112.96894561917867,-52.430584735977064,70.12250309784183
190,1999,MIN,69.0,-69.0,58.961105,-6.8486557,65.80976,-65.80976,91.7896876181217,26.516261002846946,65.27342661527476,18.228039552953856,89.94065622710286,-71.712616674149,70.03075153177812
191,1999,WAS,79.0,-79.0,102.4636,22.985445,79.478165,-79.478165,119.51286543383868,54.73165266037223,64.78121277346645,38.79295318167485,102.63316963309046,-63.84021645141561,69.50907715714678
192,2020,TEN,45.0,-45.0,171.59088,128.12808,43.46279,-43.46279,186.0659228184154,121.75459085414386,64.31133196427153,151.02750916697542,139.28801874250473,11.739490424470693,69.01107251675006
193,2021,IND,86.0,-86.0,54.415085,-43.4078,97.822876,-97.822876,70.44591411407808,6.789290931979638,63.65662318209845,-9.88894536464581,60.21192192940119,-70.10086729404699,68.31717737302347
194,2000,NYG,106.0,-106.0,34.839024,-77.0875,111.92652,-111.92652,48.3544850343873,-15.301877123162548,63.65636215754985,-58.32633219220489,54.51322148990991,-112.83955368211481,68.31690072534194
195,2002,PIT,45.0,-45.0,55.175323,-32.319595,87.49492,-87.49492,79.43003338357076,15.943691820795685,63.48634156277508,-13.751729305540842,82.47543141508064,-96.22716072062147,68.13670386796035
196,2025,DET,68.0,-68.0,95.85053,21.466965,74.38357,-74.38357,104.65495886642616,41.18268339463043,63.472275471795726,35.40301530084807,86.69548699239793,-51.29247169154987,68.12179587758729
197,2014,KC,72.0,-72.0,35.122047,-42.212856,77.3349,-77.3349,43.90352137890559,-19.219393639832276,63.12291501873786,-35.23367974239552,40.25902377162707,-75.4927035140226,67.75152511234361
198,2016,GB,49.0,-49.0,140.82954,87.190765,53.638775,-53.638775,158.58852418409558,95.50324444906789,63.085279735027676,108.51676506641533,119.89326279482029,-11.37649772840495,67.71163723958195
199,2006,DAL,74.0,-74.0,76.587685,-7.4551187,84.0428,-84.0428,97.12182197031532,34.10048589667854,63.02133607363678,15.717068252519276,90.12924243702997,-74.41217418451069,67.6438663507236
200,2017,LAC,83.0,-83.0,18.186989,-76.74256,94.92955,-94.92955,38.21100288843459,-23.610906844699326,61.82190973313392,-54.63770231983469,31.219936666369474,-85.85763898620417,66.37265060473919
201,2016,SEA,66.0,-66.0,4.870355,-85.96064,90.83099,-90.83099,23.76804421815129,-37.963101808343254,61.73114602649455,-64.10782540946116,27.959527767075087,-92.06735317653624,66.27645440731743
202,2012,NYG,85.0,-85.0,115.39967,27.633097,87.76657,-87.76657,125.74099905737135,64.10740941179024,61.63358964558111,55.9519172536213,106.74895849515924,-50.79704124153794,66.17305897289131
203,2004,GB,30.0,-30.0,145.07846,114.203735,30.87473,-30.87473,162.61099939125026,101.30490971755918,61.30608967369109,123.83643724728356,138.95703629239213,-15.12059904510858,65.82595710675963
204,2008,ATL,60.0,-60.0,77.221436,6.9972887,70.22415,-70.22415,88.18263637888745,27.038456812448786,61.14417956643867,21.40099951332159,77.8058999368817,-56.40490042356011,65.65435617486163
205,2004,PIT,110.0,-110.0,36.8059,-66.83363,103.639534,-103.639534,50.84546637795823,-8.448307791261094,59.29377416921932,-47.71274732228948,60.180124269100865,-107.89287159139035,63.693198246302565
206,2018,SEA,79.0,-79.0,71.19184,-15.595339,86.78718,-86.78718,84.36597028110651,25.14101925929492,59.224951021811584,13.893029612862634,66.28624731982123,-52.39321770695859,63.62025581897832
207,2025,GB,31.0,-31.0,121.91414,78.56251,43.351635,-43.351635,129.6672929655689,70.66775062105776,58.999542344511134,82.49550449534138,101.55639675983343,-19.060892264492054,63.381355729669195
208,2019,MIN,93.0,-93.0,6.961752,-101.69833,108.660095,-108.660095,30.061057435456448,-28.83612574400848,58.897183179464925,-65.6194570796181,31.867454502002268,-97.48691158162038,63.27287004950812
209,2023,DET,72.0,-72.0,55.837944,-16.776709,72.61465,-72.61465,82.31395874860453,23.877936105734403,58.436022642870135,12.394481455466906,72.05622741403693,-59.66174595857003,62.78410761721059
210,2010,PHI,57.0,-57.0,94.626114,26.465733,68.16038,-68.16038,109.32458940603136,51.22084819402949,58.10374121200187,46.37796509932344,92.38405880602645,-46.006093706703,62.43193810687544
211,2002,MIA,77.0,-77.0,49.40711,-34.870335,84.27744,-84.27744,65.84225510093779,8.031189589862155,57.811065511075626,-22.92154123404489,67.48031196116521,-90.40185319521011,62.1217448528833
212,2014,PIT,55.0,-55.0,102.51638,48.431557,54.084824,-54.084824,122.69156202438715,64.97643762444193,57.71512439994522,68.46947657707636,100.2189886961487,-31.749512119072335,62.020061367172055
213,2006,BAL,143.0,-143.0,-42.86969,-192.7604,149.89072,-149.89072,-26.424675021133716,-83.96039955861119,57.53572453747748,-160.73730219435814,-0.8011173170347821,-159.93618487732337,61.82992386368784
214,2023,GB,46.0,-46.0,72.28619,8.658279,63.627903,-63.627903,87.83455887689803,30.443013814398945,57.3915450624991,27.94363492833241,70.52253334423084,-42.57889841589843,61.67711479767763
215,2010,IND,46.0,-46.0,111.2546,64.701706,46.5529,-46.5529,128.1784033335693,71.52622119020837,56.65218214336091,74.77123220646278,106.6179390010334,-31.846706794570615,60.89349870299406
216,2003,PHI,79.0,-79.0,45.353676,-34.55237,79.906044,-79.906044,59.37944173250523,2.862458749333181,56.51698298317205,-17.191892355618805,61.21556835515297,-78.40746071077177,60.75020745160809
217,2005,NYG,85.0,-85.0,59.84461,-29.059105,88.90372,-88.90372,73.81406478771565,17.371850959396014,56.44221382831962,-5.470170422864845,76.12447525859335,-81.59464568145819,60.67096312975794
218,2024,CIN,38.0,-38.0,127.03822,79.06371,47.97451,-47.97451,142.50015791662608,86.146539201747,56.35361871487908,94.82099335775418,115.05014058181641,-20.22914722406224,60.57706532259817
219,2012,HOU,78.0,-78.0,57.285645,-31.416382,88.70203,-88.70203,71.62054237212332,15.32364060639938,56.296901765723945,-12.303116524641982,62.872789395342785,-75.17590591998477,60.5169536872309
220,2024,LAC,81.0,-81.0,24.918295,-77.488525,102.40682,-102.40682,33.880106312179436,-21.893774060313728,55.77388037249315,-54.89348827034191,34.593612927966234,-89.48710119830815,59.96262783318726
221,2024,DEN,90.0,-90.0,28.533222,-83.54735,112.08057,-112.08057,36.03054214615642,-19.408317529089743,55.43885967524615,-58.808347701000045,40.04985862381844,-98.8582063248185,59.607555102841424
222,2001,NE,112.0,-112.0,20.498285,-96.79385,117.292145,-117.292145,34.72648832970758,-19.08047202068974,53.80696035039732,-62.976039260678604,47.27005192223215,-110.24609118291076,57.87798151623883
223,2007,SEA,101.0,-101.0,-8.208134,-125.217285,117.009155,-117.009155,12.636539855777412,-40.772045720000975,53.40858557577839,-95.28775509588296,25.584216265373385,-120.87197136125636,57.455762769495074
224,2024,KC,53.0,-53.0,76.79271,17.150248,59.64246,-59.64246,88.70329993382663,36.408260674328645,52.295039259497976,32.18071847050199,77.95155285961074,-45.77083438910876,56.27556723489883
225,2004,DEN,52.0,-52.0,61.644196,9.122812,52.521385,-52.521385,83.86516884694129,31.744441355135343,52.12072749180596,16.305245026048492,79.70404175739691,-63.39879673134842,56.09082236452391
226,2002,DEN,48.0,-48.0,72.47601,23.527018,48.948994,-48.948994,94.44413486978891,42.67133532477901,51.7727995450099,40.21092202152566,86.91985431794471,-46.70893229641904,55.722069845507406
227,2009,NYJ,112.0,-112.0,-64.67603,-192.32559,127.64955,-127.64955,-44.02175442549956,-94.72296366942658,50.70120924392702,-160.79886251323163,-10.73525112821894,-150.0636113850127,54.58634152440882
228,1999,BUF,85.0,-85.0,-21.847446,-111.52313,89.67568,-89.67568,-2.457557265667078,-52.67286435831227,50.21530709264518,-99.35038431382769,16.686118185015616,-116.0365024988433,54.07135661465755
229,2017,ATL,46.0,-46.0,48.408516,-15.970366,64.37888,-64.37888,62.55362580167714,12.561488869221836,49.9921369324553,0.9304011001235768,56.01211685642154,-55.08171575629797,53.83482902468625
230,2020,LAR,72.0,-72.0,-59.025265,-158.34314,99.31788,-99.31788,-28.038449755378895,-77.82440060304342,49.78595084766452,-136.6019630793197,-8.537405542394762,-128.06455753692492,53.61630205997158
231,2009,HOU,55.0,-55.0,46.962326,-13.006876,59.9692,-59.9692,70.40538021290145,21.96875951644859,48.436620696452856,4.2191184332463605,68.2861477043781,-64.06702927113174,52.186210292908456
232,1999,OAK,61.0,-61.0,27.81641,-39.665386,67.4818,-67.4818,53.98003817357918,6.056033585424272,47.92400458815491,-22.697721791015383,55.31953049273151,-78.01725228374688,51.642912512537556
233,2014,PHI,74.0,-74.0,-21.31628,-103.10923,81.792946,-81.792946,10.56037034572418,-36.89189801015364,47.45226835587783,-65.44684123452114,29.36175530747509,-94.80859654199624,51.14294139620325
234,2001,CHI,121.0,-121.0,-26.925325,-151.44463,124.5193,-124.5193,-11.711270730129627,-57.985579146608615,46.27430841647899,-116.45098761811089,13.779278797215799,-130.2302664153267,49.8944768823467
235,2021,ARI,60.0,-60.0,17.851093,-63.054184,80.90527,-80.90527,38.01147443163354,-8.185562412156674,46.197036843790215,-35.255138343061276,36.85609011478372,-72.11122845784499,49.81258036515186
236,2009,PIT,44.0,-44.0,66.50684,18.641024,47.86582,-47.86582,84.72897333815115,38.55186586576284,46.17710747238831,27.582166898560477,79.73395930238658,-52.15179240382611,49.79145815874521
237,2003,LAR,113.0,-113.0,-5.6571884,-114.18359,108.5264,-108.5264,17.95651833019902,-28.08892271522912,46.045441045428134,-82.88645753526295,35.0082961086744,-117.89475364393735,49.65191108568434
238,2021,PHI,43.0,-43.0,46.226982,-4.6586113,50.885597,-50.885597,65.12938277801915,19.375222335442885,45.75416044257626,12.768778962674503,56.94400694430648,-44.175227981631984,49.3431964307353
239,2005,JAX,67.0,-67.0,6.474329,-77.02584,83.50017,-83.50017,18.792663088794065,-26.54653108667754,45.339194175471604,-59.440693075454526,25.82961213005008,-85.2703052055046,48.90339313895946
240,2022,JAX,48.0,-48.0,48.1647,-10.112064,58.27676,-58.27676,71.59369149095222,26.295060982710353,45.298630508241864,13.366599314201874,67.00309853455934,-53.63649922035746,48.86040160979586
241,2003,MIN,63.0,-63.0,57.195118,-10.799454,67.99457,-67.99457,81.58098666971239,36.45832322918156,45.122663440530836,15.105809364858029,70.60188731659167,-55.496077951733646,48.67390236453568
242,2013,PHI,58.0,-58.0,98.15271,39.28279,58.869923,-58.869923,113.88628973742283,68.81222675333225,45.07406298409059,62.64031200201677,93.876971816474,-31.23665981445722,48.622393019274035
243,2006,PHI,70.0,-70.0,35.40146,-39.023266,74.42473,-74.42473,59.969103703223496,14.952735422161355,45.01636828106214,-15.356573375894264,58.2688169169147,-73.62539029280896,48.56124510841616
244,2011,LAC,29.0,-29.0,100.12126,72.38203,27.739237,-27.739237,123.41568409669688,78.43569642557358,44.9799876711233,88.07187802854149,108.0712387817693,-19.99936075322779,48.52268700556227
245,2020,MIA,66.0,-66.0,17.467875,-65.74872,83.2166,-83.2166,36.342433786948824,-8.566446763352472,44.9088805503013,-32.29851552592453,38.51841772360294,-70.81693324952747,48.447323901895025
246,2008,CAR,65.0,-65.0,40.031086,-28.700684,68.731766,-68.731766,58.18401557451868,13.448607085797981,44.73540848872071,-5.19302899217052,59.91836222884702,-65.11139122101754,48.26346899665994
247,2015,GB,56.0,-56.0,22.924585,-50.43579,73.36038,-73.36038,40.70379462104958,-3.580507245197899,44.28430186624749,-29.5166237020289,42.24084944708581,-71.75747314911472,47.78536223658547
248,2003,NE,126.0,-126.0,-35.59108,-159.92233,124.33125,-124.33125,-17.13240928713431,-60.41404816236022,43.28163887522591,-125.32148327652216,4.155250115158585,-129.47673339168074,46.72268673992423
249,2004,BUF,111.0,-111.0,-26.791988,-141.96245,115.170456,-115.170456,-12.285309433873095,-55.15645231402393,42.871142880150835,-112.87647824478051,14.32713278316625,-127.20361102794676,46.28762127989423
250,2003,BAL,107.0,-107.0,-73.30032,-202.56757,129.26724,-129.26724,-54.80497688969638,-97.66157884089483,42.856601951198456,-177.65495209761795,-14.126823055208133,-163.52812904240983,46.27221003101524
251,2004,NYJ,72.0,-72.0,47.089066,-39.595413,86.68448,-86.68448,53.443945523638604,10.794805844593546,42.649139679045064,-16.786609668220173,50.4683560537603,-67.25496572198047,46.052330495146016
252,2003,DEN,49.0,-49.0,22.579006,-27.86454,50.443542,-50.443542,42.841218824309735,0.4092272607262828,42.431991563583445,-18.534902125384633,46.18461414400625,-64.71951626939088,45.82218538805264
253,2004,MIN,11.0,-11.0,154.7626,142.26732,12.495295,-12.495295,176.77253018366733,134.79891251573108,41.97361766793624,158.13757604664406,142.16892454346132,15.96865150318274,45.33637638585026
254,2020,ARI,43.0,-43.0,23.865631,-29.752653,53.61829,-53.61829,47.63320159934467,5.840265571800929,41.79293602754374,-3.131166058082651,47.10461361018882,-50.235779668271476,45.14488038603676
255,2000,TB,101.0,-101.0,-10.42111,-117.92027,107.49916,-107.49916,1.625535668861783,-39.7574301642675,41.38296583312928,-87.92363629741303,16.414170704408715,-104.33780700182174,44.71037219747602
256,2019,GB,51.0,-51.0,43.261127,-14.425095,57.686222,-57.686222,60.42075155092382,19.045020373642963,41.375731177280855,8.139389131097522,49.94440578625838,-41.80501665516085,44.70270452492228
257,2011,NYG,40.0,-40.0,104.56669,59.947037,44.619656,-44.619656,118.54142195041067,77.95783156068188,40.583590389728776,80.56932563030125,100.83447041111086,-20.265144780809592,43.863151641874445
258,1999,CAR,40.0,-40.0,82.88425,51.478935,31.40531,-31.40531,102.00429892296629,61.655454835170396,40.34884408779588,67.08541848885932,99.86998566809885,-32.78456717923954,43.61435504199021
259,2000,MIN,3.0,-3.0,123.31452,115.113205,8.201313,-8.201313,140.8804829367043,100.69436110215864,40.186121834545666,123.00881547121344,122.8701417617747,0.13867370943873425,43.441893354624725
260,2021,TEN,62.0,-62.0,-6.0695353,-65.12481,59.05528,-59.05528,21.958833480039246,-17.4377270107098,39.39656049074905,-40.436683565915715,28.678950184505947,-69.11563375042167,42.605074303082084
261,2009,PHI,72.0,-72.0,20.88348,-58.212696,79.096176,-79.096176,42.244378573950705,2.88729818292504,39.35708039102566,-30.55897751165083,45.828632519709345,-76.38761003136017,42.56323119631792
262,2007,PHI,36.0,-36.0,16.114487,-21.38079,37.495285,-37.495285,38.689969746045385,1.032301994402288,37.6576677516431,-13.612803191999406,40.519487827483864,-54.13229101948327,40.762103412845775
263,2025,PHI,54.0,-54.0,16.06427,-50.739994,66.80426,-66.80426,29.4841951696246,-8.108287637627063,37.59248280725166,-33.15454116592763,30.707416431120134,-63.86195759704777,40.693016946329806
264,2005,CIN,57.0,-57.0,133.20671,76.17276,57.033943,-57.033943,141.0571501050479,103.76026196475979,37.29688814028811,101.04114664729049,119.08139274522165,-18.040246097931153,40.37973001708366
265,2000,MIA,67.0,-67.0,-39.0345,-131.3731,92.33859,-92.33859,-21.78302942245919,-58.85071294019592,37.06768351773674,-106.8352291599858,2.6093755350860057,-109.4446046950718,40.13680678336715
266,2018,HOU,72.0,-72.0,0.7810879,-85.42222,86.20331,-86.20331,10.877060677675864,-25.992817718432132,36.869878396108,-57.81376948785195,15.497358342675465,-73.31112783052741,39.92716240858596
267,2002,TEN,29.0,-29.0,43.256096,-10.206009,53.46211,-53.46211,62.91217364152857,26.110544956778348,36.80162868475022,11.162874036052418,61.45165411122746,-50.288780075175055,39.85482773924684
268,2015,NYJ,73.0,-73.0,-26.004473,-103.17912,77.174644,-77.174644,-2.8666359323021444,-39.43534128163154,36.56870534932939,-78.90041306652594,5.879067622352878,-84.77948068887882,39.6079632161032
269,1999,TEN,89.0,-89.0,71.6524,-16.517578,88.169975,-88.169975,75.71120229187545,39.56464967145524,36.14655262042021,14.597764789951256,77.62483895960068,-63.02707416964943,39.16054333038129
270,2023,LAR,26.0,-26.0,12.808907,-22.243423,35.05233,-35.05233,36.013226976435334,0.7709103375703581,35.242316638864985,-10.29295612811356,31.676130320239547,-41.96908644835311,38.202186006532
271,2025,KC,34.0,-34.0,53.037926,15.549622,37.488304,-37.488304,62.97053844752392,27.7902244372415,35.18031401028242,21.061504132162156,56.49920607469284,-35.43770194253068,38.13647232734639
272,2013,IND,35.0,-35.0,74.59069,34.59995,39.990738,-39.990738,91.00253538207068,56.475992810022376,34.526542572048285,59.02969633210684,79.63400343596915,-20.604307103862304,37.443570630515495
273,2016,WAS,13.0,-13.0,76.20125,57.854874,18.346378,-18.346378,100.08386575999434,65.76473390710295,34.31913185289139,77.12811584949895,82.36245869132014,-5.234342841821176,37.22374573325031
274,2008,NYJ,49.0,-49.0,51.63609,-0.16099834,51.797085,-51.797085,73.37897350005144,39.08832483297791,34.290648667073526,23.371137671222044,74.81721785681293,-51.44608018559087,37.19355773996988
275,2015,MIN,62.0,-62.0,17.650833,-53.347282,70.998116,-70.998116,29.270037870584524,-4.954042587336584,34.224080457921104,-30.547770054410854,32.23897943937646,-62.78674949378732,37.123005215984904
276,2002,NYG,40.0,-40.0,25.18097,-23.318893,48.499863,-48.499863,44.247116606766284,10.182906271668065,34.06421033509822,-7.277048512721137,46.7165160768979,-53.99356458961905,36.95356636794384
277,2005,WAS,63.0,-63.0,19.295313,-49.885685,69.181,-69.181,35.2506826106579,2.265494132149973,32.985188478507915,-29.473798102795207,44.96394167228049,-74.4377397750757,35.809961689574145
278,2012,WAS,38.0,-38.0,103.24674,60.4251,42.821644,-42.821644,117.70317791893001,85.2038935154015,32.499284403528506,86.0545513190338,92.5070395417771,-6.452488222743284,35.294974740986
279,2007,NYG,42.0,-42.0,15.075735,-37.388233,52.463966,-52.463966,43.10439738117843,10.634713708766736,32.46968367241169,-15.997961958941332,56.90782902169177,-72.9057909806331,35.26360231383673
